Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(1,'Standard Suite','New York','241154',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(5,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(6,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(7,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(8,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(9,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(10,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(11,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(12,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(13,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(14,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(15,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(16,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(17,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(18,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(19,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(20,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(21,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(22,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(23,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(24,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(25,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(26,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(27,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(28,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(29,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(30,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(31,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(32,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(33,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(34,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(35,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(36,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(37,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(38,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(39,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(40,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(41,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(42,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(43,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(44,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(45,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(46,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(47,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(48,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(49,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(50,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(51,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(52,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(53,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(54,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(55,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(56,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(57,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(58,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(59,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(60,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(61,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(62,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(63,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(64,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(65,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(66,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(67,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(68,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(69,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(70,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(71,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(72,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(73,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(74,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(75,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(76,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(77,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(78,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(79,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(80,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(81,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(82,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(83,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(84,'Single Bed Room','Rome','431345',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(85,'Double Bed Room','Rome','431345',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(86,'Standard Suite','Rome','431345',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(87,'Deluxe Suite','Rome','431345',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(88,'Emperor Suite','Rome','431345',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(1,'Standard Suite','Hong Kong','787513',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(2,'Deluxe Suite','Hong Kong','787513',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(3,'Emperor Suite','Hong Kong','787513',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(4,'Single Bed Room','Hong Kong','787513',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(5,'Double Bed Room','Hong Kong','787513',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(6,'Standard Suite','Hong Kong','787513',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(7,'Deluxe Suite','Hong Kong','787513',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(8,'Emperor Suite','Hong Kong','787513',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(9,'Single Bed Room','Hong Kong','787513',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(10,'Double Bed Room','Hong Kong','787513',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(11,'Standard Suite','Hong Kong','787513',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(12,'Deluxe Suite','Hong Kong','787513',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(13,'Emperor Suite','Hong Kong','787513',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(14,'Single Bed Room','Hong Kong','787513',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(15,'Double Bed Room','Hong Kong','787513',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(16,'Standard Suite','Hong Kong','787513',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(17,'Deluxe Suite','Hong Kong','787513',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(18,'Emperor Suite','Hong Kong','787513',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(19,'Single Bed Room','Hong Kong','787513',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(20,'Double Bed Room','Hong Kong','787513',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(21,'Standard Suite','Hong Kong','787513',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(22,'Deluxe Suite','Hong Kong','787513',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(23,'Emperor Suite','Hong Kong','787513',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(24,'Single Bed Room','Hong Kong','787513',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(25,'Double Bed Room','Hong Kong','787513',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(26,'Standard Suite','Hong Kong','787513',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(27,'Deluxe Suite','Hong Kong','787513',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(28,'Emperor Suite','Hong Kong','787513',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(29,'Single Bed Room','Hong Kong','787513',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(1,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(2,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(3,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(4,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(5,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(6,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(7,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(8,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(9,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(10,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(11,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(12,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(13,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(14,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(15,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(16,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(17,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(18,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(19,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(20,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(21,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(22,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(23,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(24,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(25,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(26,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(27,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(28,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(29,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(30,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(31,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(32,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(33,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(34,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(35,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(36,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(37,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(38,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(39,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(40,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(41,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(42,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(43,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(44,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(45,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(46,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(47,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(48,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(49,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(50,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(51,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(52,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(53,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(54,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(55,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(56,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(57,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(58,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(59,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(60,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(61,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(62,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(63,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(64,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(65,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(66,'Standard Suite','Hanoi','345341',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(67,'Deluxe Suite','Hanoi','345341',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(68,'Emperor Suite','Hanoi','345341',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(69,'Single Bed Room','Hanoi','345341',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(70,'Double Bed Room','Hanoi','345341',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(1,'Standard Suite','Bali','131231',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(2,'Deluxe Suite','Bali','131231',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(3,'Emperor Suite','Bali','131231',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(4,'Single Bed Room','Bali','131231',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(5,'Double Bed Room','Bali','131231',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(6,'Standard Suite','Bali','131231',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(7,'Deluxe Suite','Bali','131231',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(8,'Emperor Suite','Bali','131231',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(9,'Single Bed Room','Bali','131231',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(10,'Double Bed Room','Bali','131231',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(11,'Standard Suite','Bali','131231',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(1,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(2,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(3,'Emperor Suite','Cairo','569849',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(4,'Single Bed Room','Cairo','569849',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(5,'Double Bed Room','Cairo','569849',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(6,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(7,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(8,'Emperor Suite','Cairo','569849',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(9,'Single Bed Room','Cairo','569849',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(10,'Double Bed Room','Cairo','569849',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(11,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(12,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(13,'Emperor Suite','Cairo','569849',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(14,'Single Bed Room','Cairo','569849',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(15,'Double Bed Room','Cairo','569849',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(16,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(17,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(18,'Emperor Suite','Cairo','569849',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(19,'Single Bed Room','Cairo','569849',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(20,'Double Bed Room','Cairo','569849',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(21,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(22,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(23,'Emperor Suite','Cairo','569849',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(24,'Single Bed Room','Cairo','569849',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(25,'Double Bed Room','Cairo','569849',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(26,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(27,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(28,'Emperor Suite','Cairo','569849',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(29,'Single Bed Room','Cairo','569849',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(30,'Double Bed Room','Cairo','569849',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(31,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(32,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(33,'Emperor Suite','Cairo','569849',1,2000);
